USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
727434,4870,CHARLEVOIX MUNICIPAL ARPT,US,MI,KCVX,45.305,-85.275,196.9,20060101,20231024
727435,54820,MACKINAC ISLAND AIRPORT,US,MI,KMCD,45.865,-84.637,225.6,20060101,20231024
727436,4863,ANTRIM COUNTY AIRPORT,US,MI,KACB,44.986,-85.203,189,20060101,20231024
727437,94893,FORD AIRPORT,US,MI,KIMT,45.813,-88.113,343.2,20060101,20231025
727440,14858,HOUGHTON COUNTY MEMO ARPT,US,MI,KCMX,47.166,-88.481,323.9,19730101,20231024
727444,4979,RICHARD B HELGESON AIRPORT,US,MN,KTWM,47.049,-91.745,329.2,20060101,20231024
727445,94926,GOGEBIC-IRON COUNTY ARPT,US,MI,KIWD,46.533,-90.133,374.9,20060101,20231024
727449,4954,MOOSE LAKE CARLTON CO ARPT,US,MN,KMZH,46.419,-92.804,328,20060101,20231025
727450,14913,DULUTH INTERNATIONAL AIRPORT,US,MN,KDLH,46.844,-92.187,433.4,19480101,20231025
727452,4912,CRKSTN MUNI KRKWOD FLD APT,US,MN,KCKN,47.842,-96.621,274,20060101,20231025
727453,94967,PK RPDS MUNI-KONSHOK FD AP,US,MN,KPKD,46.9,-95.067,439.3,19900111,20231024
727454,4911,GRAND MARAIS/COOK CO ARPT,US,MN,KCKC,47.838,-90.383,548,20060101,20231024
727455,94931,CHISHOLM-HIBBING AIRPORT,US,MN,KHIB,47.38,-92.832,408.2,19730101,20231024
727456,4919,SKY HARBOR AIRPORT,US,MN,KDYT,46.722,-92.043,185.9,20060101,20231024
727457,94962,DETRT LKS-WETHING FLD ARPT,US,MN,KDTL,46.833,-95.883,425.8,20060101,20231024
727458,94919,GRAND RAPIDS/ITASCA CO-G NEWSTROM FIELD ARPT,US,MN,KGPZ,47.211,-93.51,413,20060101,20231024
727459,94964,ELY MUNICIPAL AIRPORT,US,MN,KELO,47.817,-91.833,443.8,20060101,20231025
727466,4918,MDSON-LAC QUI PARLE CO APT,US,MN,KDXX,44.986,-96.043,329.8,20060101,20231024
727467,4926,FLAG ISLAND,US,MN,KFGN,49.318,-94.903,329.2,20060101,20231024
727468,4928,BIGFORK MUNICIPAL AIRPORT,US,MN,KFOZ,47.783,-93.65,411.2,20060101,20231024
727469,94992,GRAND MARAIS,US,MN,KGNA,47.745,-90.346,185,20060101,20231024
727470,14918,FALLS INTERNATIONAL AIRPORT,US,MN,KINL,48.559,-93.396,352.6,19730101,20231024
727473,94977,SCOTTS SPB,US,MN,KCDD,48.267,-92.483,341.1,20060101,20231024
727474,4923,EVELETH-VIRGINIA MUNI ARPT,US,MN,KEVM,47.424,-92.498,420.3,20060101,20231024
727475,4940,MORA MUNICIPAL AIRPORT,US,MN,KJMR,45.886,-93.272,308.5,20060101,20231025
727476,94961,BAUDETTE INTERNATIONAL APT,US,MN,KBDE,48.726,-94.612,329.8,19831104,20231025
727477,4970,ROSEAU MUNI/RUDY BILLBERG FLD ARPT,US,MN,KROX,48.856,-95.697,322.8,20060101,20231025
727478,4934,HALLOCK MUNICIPAL AIRPORT,US,MN,KHCO,48.753,-96.943,249.6,20060101,20231024
727486,4983,WASKISH MUNICIPAL AIRPORT,US,MN,KVWU,48.154,-94.517,360,20060101,20231025
727497,4984,LONGVILLE MUNICIPAL ARPT,US,MN,KXVG,46.99,-94.204,406.6,20060101,20231024
727503,4909,CAMBRIDGE MUNICIPAL ARPT,US,MN,KCBG,45.559,-93.265,288,20060101,20231025
727504,94999,ATKN MUNI-S KURTZ FLD ARPT,US,MN,KAIT,46.548,-93.677,367,20060101,20231025
727505,4929,FOSSTON MUNICIPAL AIRPORT,US,MN,KFSE,47.593,-95.775,389.2,20060101,20231011
727506,4952,WINDOM MUNICIPAL AIRPORT,US,MN,KMWM,43.913,-95.109,429.8,20060101,20231025
727507,54904,BENSON MUNICIPAL AIRPORT,US,MN,KBBB,45.332,-95.651,316.7,20060101,20231024
727508,54915,PINE RIVER REGIONAL AIRPORT,US,MN,KPWC,46.725,-94.382,394.7,20060101,20231024
727514,54910,STAPLES MUNICIPAL AIRPORT,US,MN,KSAZ,46.381,-94.806,392.3,20060101,20231025
727515,4982,ORTHONVILLE MUNI-MARTINSON FIELD AIRPORT,US,MN,KVVV,45.306,-96.424,335.3,20060101,20231024
727517,4932,GLENCOE MUNICIPAL AIRPORT,US,MN,KGYL,44.756,-94.081,302.4,20060101,20231025
727530,14914,HECTOR INTERNATIONAL AIRPORT,US,ND,KFAR,46.924,-96.812,272.8,19480101,20231024
727533,4922,WHEATON MUNICIPAL AIRPORT,US,MN,KETH,45.78,-96.545,312.4,20060101,20231024
727535,14919,JAMESTOWN REGIONAL AIRPORT,US,ND,KJMS,46.926,-98.67,455.7,19730101,20231025
727550,14958,BEMIDJI-BELTRAMI CO ARPT,US,MN,KBJI,47.5,-94.933,424.3,20060101,20231025
727555,94956,THIEF RIVER FALLS RGNL APT,US,MN,KTVF,48.067,-96.183,339.9,20060101,20231025
727556,4905,SILVER BAY MUNICIPAL ARPT,US,MN,KBFW,47.249,-91.416,331.9,20060101,20210709
727566,4902,AUSTIN MUNICIPAL AIRPORT,US,MN,KAUM,43.665,-92.933,375.8,20060101,20231025
727570,14916,GRAND FORKS INTERNATIONAL AIRPORT,US,ND,KGFK,47.943,-97.183,255.6,20100801,20231025
727573,94928,DEVILS LAKE MUNI AIRPORT,US,ND,KDVL,48.117,-98.9,439.2,20060101,20231025
727575,94925,GRAND FORKS AFB AIRPORT,US,ND,KRDR,47.967,-97.4,278.3,19590303,20231025
727576,14916,GRAND FORKS INTL,US,ND,KGFK,47.943,-97.184,253.6,19730101,19971231
727584,94038,HETTINGER MUNICIPAL ARPT,US,ND,KHEI,46.011,-102.652,823.2,20060101,20231024
727630,24012,DICKINSON THEODORE ROOSEVELT RGNL ARPT,US,ND,KDIK,46.8,-102.797,787.4,20050101,20231024
727640,24011,BISMARCK MUNICIPAL AIRPORT,US,ND,KBIS,46.782,-100.758,503.2,19360701,20231025
727645,24012,DICKINSON MUNI,US,ND,KDIK,46.799,-102.797,787.3,19730101,19971231
727670,94014,SLOULIN FIELD INTERNATIONAL AIRPORT,US,ND,KISN,48.174,-103.637,579.7,19730101,20200107
727675,94011,MINOT AFB AIRPORT,US,ND,KMIB,48.417,-101.35,508.1,19591001,20231024
727676,24013,MINOT INTERNATIONAL ARPT,US,ND,KMOT,48.252,-101.269,505.2,19730101,20231024
727677,94041,GARRISON,US,ND,KN60,47.646,-101.441,582,20060101,20231024
727680,94008,WOKAL FIELD/GLASGOW INTL AIRPORT,US,MT,KGGW,48.214,-106.621,697.8,19421210,20231025
727684,94051,JORDAN AIRPORT,US,MT,KJDN,47.326,-106.949,801,20060101,20231024
727686,94017,L M CLAYTON AIRPORT,US,MT,KOLF,48.094,-105.578,604.7,20060101,20231025
727687,94028,SIDNEY-RICHLAND MUNI ARPT,US,MT,KSDY,47.717,-104.183,603.5,20060101,20231025
727690,24137,CUT BANK MUNICIPAL AIRPORT,US,MT,KCTB,48.604,-112.377,1171.9,20050101,20231024
727700,24138,DILLON AIRPORT,US,MT,KDLN,45.258,-112.555,1584.7,20050101,20231024
727720,24144,HELENA REGIONAL AIRPORT,US,MT,KHLN,46.604,-111.989,1178.1,19730101,20231025
727730,24153,MISSOULA INTERNATIONAL AIRPORT,US,MT,KMSO,46.921,-114.094,973.8,19730101,20231024
727735,24139,DRUMMOND,US,MT,K3DU,46.638,-113.176,0,19730101,19971231
727740,24135,BERT MOONEY AIRPORT,US,MT,KBTM,45.964,-112.501,1677.8,20050101,20231024
727750,24143,GREAT FALLS INTERNATIONAL AIRPORT,US,MT,KGTF,47.473,-111.383,1117.7,19730101,20231024
727755,24112,MALMSTROM AFHP HELIPORT,US,MT,KGFA,47.517,-111.183,1058.3,19421201,20231025
727770,94012,HAVRE CITY-COUNTY AIRPORT,US,MT,KHVR,48.543,-109.764,788.2,19730101,20231024
727790,24146,GLACIER PARK INTERNATIONAL AIRPORT,US,MT,KGPI,48.304,-114.264,903.2,19730101,20231024
727796,24137,CUT BANK MUNI,US,MT,KCTB,48.603,-112.375,1169.8,19421201,19971231
727810,24243,YAKIMA AIR TERMINAL/MCALSR FIELD AP,US,WA,KYKM,46.564,-120.535,321,19730101,20231024
727815,24237,STAMPASS PASS FLTWO,US,WA,KSMP,47.277,-121.337,1206.7,19730101,20231024
727825,94239,PANGBORN MEMORIAL AIRPORT,US,WA,KEAT,47.397,-120.201,377.5,20000101,20231024
727826,24141,EPHRATA MUNICIPAL,US,WA,KEPH,47.308,-119.515,383.7,19420101,19971231
727827,24110,GRANT COUNTY INTL AIRPORT,US,WA,KMWH,47.193,-119.315,356.3,19430610,20231024
727830,24149,LEWISTON-NEZ PERCE COUNTY AIRPORT,US,ID,KLWS,46.375,-117.015,435.8,19730101,20231024
727833,4114,CHALLIS (AMOS),US,ID,KLLJ,44.523,-114.215,1536.2,19990102,20091231
727834,24136,COEUR D'ALENE AIR TERM APT,US,ID,KCOE,47.767,-116.817,703.2,20060101,20231024
727840,94187,HANFORD AIRPORT,US,WA,KHMS,46.567,-119.6,223.1,20060101,20130326
727845,24163,TRI-CITIES AIRPORT,US,WA,KPSC,46.27,-119.118,122.1,19730101,20231024
727846,24160,WALLA WALLA REGIONAL ARPT,US,WA,KALW,46.095,-118.286,356.7,19410901,20231024
727850,24157,SPOKANE INTERNATIONAL AIRPORT,US,WA,KGEG,47.622,-117.528,717.7,19410811,20231024
727854,94119,DEER PARK ARPT,US,WA,KDEW,47.974,-117.428,672.4,20060101,20100801
727855,24114,FAIRCHILD AIR FORCE BASE,US,WA,KSKA,47.633,-117.65,750.1,19400401,20231024
727856,94176,FELTS FIELD AIRPORT,US,WA,KSFF,47.686,-117.321,594.6,20060101,20231024
727857,94129,PULLMAN/MOSCOW RGNL ARPT,US,WA,KPUW,46.744,-117.116,775.7,20060101,20231024
727870,94119,DEER PARK AIRPORT,US,WA,KDEW,47.974,-117.429,672,20100801,20231024
727883,24220,BOWERS FIELD AIRPORT,US,WA,KELN,47.034,-120.531,532.5,19880106,20231025
727885,94266,WILLIAM R FAIRCHILD INT AP,US,WA,KCLM,48.122,-123.507,83.2,20060101,20231024
727890,94197,OMAK AIRPORT,US,WA,KOMK,48.461,-119.521,397.4,20060101,20231024
727900,24141,EPHRATA MUNICIPAL AIRPORT,US,WA,KEPH,47.308,-119.516,382.1,20050101,20231024
727910,94224,ASTORIA REGIONAL AIRPORT,US,OR,KAST,46.157,-123.883,3.4,19730101,20231024
727918,94298,PEARSON FIELD AIRPORT,US,WA,KVUO,45.621,-122.654,6.6,20060101,20231024
727920,24227,OLYMPIA AIRPORT,US,WA,KOLM,46.974,-122.905,60.9,19730101,20231024
727923,94225,BOWERMAN AIRPORT,US,WA,KHQM,46.973,-123.931,4.5,19910108,20231024
727924,24223,KELSO-LONGVIEW AIRPORT,US,WA,KKLS,46.117,-122.894,6.1,19900208,20231024
727925,94227,SANDERSON FIELD AIRPORT,US,WA,KSHN,47.238,-123.141,84.2,19990101,20231023
727926,24241,TOLEDO-WINLOCK ED CARLSON MEMORIAL FIELD AIRPORT,US,WA,KTDO,46.483,-122.817,115.5,20060101,20071001
727927,94225,HOQUIAM AP,US,WA,KHQM,46.973,-123.93,4.6,19730101,19901218
727928,94263,BREMERTON NATIONAL AIRPORT,US,WA,KPWT,47.483,-122.767,135.3,20060101,20231024
727930,24233,SEATTLE-TACOMA INTERNATIONAL AIRPORT,US,WA,KSEA,47.445,-122.314,112.5,19480101,20231024
727934,94248,RENTON MUNICIPAL AIRPORT,US,WA,KRNT,47.495,-122.214,5.5,20060101,20231024
727935,24234,BOEING FLD/KING CO INTL AP,US,WA,KBFI,47.546,-122.315,7.6,19431001,20231024
727937,24222,SNOHOMISH CO (PAINE FD) AP,US,WA,KPAE,47.923,-122.283,167.1,20060101,20231024
727938,94274,TACOMA NARROWS AIRPORT,US,WA,KTIW,47.267,-122.576,88.4,20060101,20231024
727945,4205,ARLINGTON MUNICIPAL ARPT,US,WA,KAWO,48.161,-122.159,41.8,20060101,20231024
727970,94240,QUILLAYUTE AIRPORT,US,WA,KUIL,47.937,-124.558,56.4,19730101,20231024
727975,24255,WHIDBEY ISLAND NAS,US,WA,KNUW,48.35,-122.667,14.3,19730101,19891130
727976,24217,BELLINGHAM INTL AIRPORT,US,WA,KBLI,48.799,-122.541,45.9,19480101,20231024
727978,24240,CAPE FLATTERY(CGLS),US,WA,K93S,48.383,-124.733,26,19750911,19860320
727985,94276,FRIDAY HARBOR AIRPORT,US,WA,KFHR,48.52,-123.026,34.2,20060101,20231024
728955,25237,HOLBERG,CA,,,50.65,-128,617,19730101,19770630
728990,25343,LANGARA,CA,,,54.25,-133.05,34,19730101,19770723
729390,26114,CAPE YOUNG AIRPORT,CA,,,68.933,-116.917,18,19730620,19770630
729480,27202,CAPE PARRY AIRPORT,CA,,,70.167,-124.683,17,19730101,19770630
729590,26394,TUKTOYAKTUK,CA,,,69.45,-133,18,19730101,19770630
729690,26463,KOMAKUK BEACH ARPT,CA,,,69.583,-140.183,1,19730801,19770630
740001,54793,SUSSEX AIRPORT,US,NJ,KFWN,41.199,-74.626,127.5,20060101,20231024
740002,3042,LA VETA PASS AWOS-3 ARPT,US,CO,KVTP,37.5,-105.167,3114.1,20060101,20231024
740030,24103,MICHAEL AAF AIRPORT,US,UT,KDPG,40.183,-112.933,1325.6,20060103,20231023
740035,3145,YUMA MCAS,US,AZ,KNYL,32.65,-114.617,64.9,20050101,20231024
741060,94234,TOFINO,CA,,,49.083,-125.767,20,19730101,19770630
741070,25342,CAPE ST JAMES,CA,,,51.933,-131.017,89,19730101,19770630
742010,24228,PORT ANGELES WB AP,US,WA,KNOW,48.139,-123.403,,19730101,19901128
742060,24207,MCCHORD AFB AIRPORT,US,WA,KTCM,47.15,-122.483,98.2,19400722,20231024
742070,24201,GRAY AAF,US,WA,KGRF,47.083,-122.583,92,19390401,19971231
742071,24201,GRAY AFF AIRPORT,US,WA,KGRF,47.083,-122.583,91.4,20110101,20231024
742077,3763,ROCKINGHAM COUNTY NC SHILOH AIRPORT,US,NC,KSIF,36.437,-79.851,211.2,20061024,20231024
742078,64773,PLYMOUTH MUNICIPAL AIRPORT,US,NH,K1P1,43.779,-71.754,153.9,20061012,20231025
742079,63876,MASON COUNTY AIRPORT,US,WV,K3I2,38.915,-82.099,196,20061012,20221228
742300,24037,FRANK WILEY FIELD AIRPORT,US,MT,KMLS,46.426,-105.883,800.2,19830531,20231024
742513,53937,EAKER FIELD AIRPORT,US,OK,KDUA,33.942,-96.394,212.8,20060101,20231025
743312,53925,J.L. HELMS SEVIER CO ARPT,US,AR,KDEQ,34.048,-94.402,106.6,20040101,20231024
743700,14715,WHEELER-SACK AAF AIRPORT,US,NY,KGTB,44.05,-75.733,209.7,20060101,20231024
743920,14611,NAVAL AIR STATION,US,ME,KNHZ,43.9,-69.933,21.3,19520101,19971231
743945,14710,MANCHESTER AIRPORT,US,NH,KMHT,42.93,-71.436,69.8,19730101,20231024
743946,54754,BOIRE FIELD AIRPORT,US,NH,KASH,42.783,-71.517,61,20060101,20231024
744104,14763,PITTSFIELD MUNICIPAL AP,US,MA,KPSF,42.427,-73.289,351.2,20060101,20231025
744214,94852,MARION MUNICIPAL AP,US,IN,KMZZ,40.483,-85.683,263,20100114,20231024
744550,94982,DAVENPORT MUNICIPAL AIRPT,US,IA,KDVN,41.613,-90.595,227.5,19960702,20231024
744652,53897,HARRISBURG-RALEIGH AIRPORT,US,IL,KHSB,37.811,-88.549,120.7,20060101,20231024
744653,63814,SPARTA COMMUNITY-HUNTER FIELD AIRPORT,US,IL,KSAR,38.149,-89.699,164,20060101,20231024
744655,4808,AURORA MUNICIPAL AIRPORT,US,IL,KARR,41.771,-88.481,213.7,20060101,20231024
744656,53891,FAIRFIELD MUNICIPAL ARPT,US,IL,KFWC,38.379,-88.413,132.9,20060101,20230814
744657,53887,CENTRALIA MUNICIPAL ARPT,US,IL,KENL,38.515,-89.092,162.8,20060101,20231024
744658,53889,FLORA MUNICIPAL AIRPORT,US,IL,KFOA,38.665,-88.453,143.9,20060101,20231024
744659,53822,OLNEY-NOBLE AIRPORT,US,IL,KOLY,38.722,-88.176,146.9,20060101,20231024
744660,388,JASPER COUNTY AIRPORT,US,IN,KRZL,40.948,-87.183,212.1,20110516,20231024
744662,63817,TAYLORVILLE MINICIPAL ARPT,US,IL,KTAZ,39.534,-89.328,189.6,20060101,20231024
744663,53950,PITTSFIELD-PENSTON MUNI AP,US,IL,KPPQ,39.639,-90.778,216.4,20060101,20231024
744665,4838,PALWAUKEE MUNICIPAL ARPT,US,IL,KPWK,42.121,-87.905,191.6,20060101,20231024
744666,53944,JACKSONVILLE MUNICIPAL AIRPORT,US,IL,KIJX,39.78,-90.238,190.2,20060101,20231024
744672,4862,LOGAN COUNTY AIRPORT,US,IL,KAAA,40.158,-89.335,182,20060101,20231024
744860,94789,JOHN F KENNEDY INTERNATIONAL AIRPORT,US,NY,KJFK,40.639,-73.764,2.7,19730101,20231024
744864,54787,REPUBLIC AIRPORT,US,NY,KFRG,40.734,-73.416,22.8,20060101,20231024
744865,14719,FRANCIS S GABRESKI AP,US,NY,KFOK,40.851,-72.619,13.1,19430718,20231024
744900,14702,BEDFORD HANSCOM FIELD,US,MA,KBED,42.47,-71.289,40.5,19430205,19921231
744904,94723,LAWRENCE MUNICIPAL AIRPORT,US,MA,KLWM,42.712,-71.126,41.5,20060101,20231024
744905,4779,FORT DEVENS/AYER,US,MA,KAYE,42.567,-71.6,82,19601021,19930201
744907,14753,EAST MILTON,US,MA,KMQE,42.212,-71.114,193.5,20000101,20230901
744910,14703,WESTOVER AFB/METROPOLITAN AIRPORT,US,MA,KCEF,42.2,-72.533,73.5,19410401,20231024
744915,14775,BARNES MUNICIPAL AIRPORT,US,MA,KBAF,42.16,-72.712,80.6,19730105,20231025
744989,14747,CHAUTAUQUA CO/DUNKIRK ARPT,US,NY,KDKK,42.493,-79.276,203.9,19970102,20231024
744994,4741,SCHENECTADY COUNTY AIRPORT,US,NY,KSCH,42.85,-73.95,115.2,19810421,20231024
745046,93242,MADERA MUNICIPAL AIRPORT,US,CA,KMAE,36.985,-120.111,76.6,20060101,20231024
745048,93210,OROVILLE MUNICIPAL AIRPORT,US,CA,KOVE,39.494,-121.622,56.9,20060101,20231024
745056,53120,RAMONA AIRPORT,US,CA,KRNM,33.038,-116.916,422,20060101,20231025
745057,53130,WHITMAN AIRPORT,US,CA,KWHP,34.259,-118.413,305.7,20060101,20231024
745058,23277,WATSONVILLE MUNICIPAL ARPT,US,CA,KWVI,36.939,-121.79,49.5,20060101,20231024
745060,23239,ALAMEDA(USN),US,CA,KNGZ,37.733,-122.317,4,19730101,19970102
745090,23244,MOFFETT FEDERAL AIRFIELD,US,CA,KNUQ,37.406,-122.048,11.9,19730101,20231024
745160,23202,TRAVIS AIR FORCE BASE,US,CA,KSUU,38.267,-121.933,18.9,19430811,20231024
745200,23176,MILFORD MUNICIPAL AP,US,UT,KMLF,38.417,-113.017,1534.1,19830501,19850531
745201,23176,MILFORD MUNICIPAL AP,US,UT,KMLF,38.417,-113.017,1534.1,19850601,19890501
745310,93065,USAF ACADEMY AIRSTRIP AIRPORT,US,CO,KAFF,38.967,-104.817,2003.2,19671127,20231024
745430,93978,PRATT INDUSTRIAL AIRPORT,US,KS,KPTT,37.702,-98.747,595,20060101,20231024
745431,3998,TRI-CITY AIRPORT,US,KS,KPPF,37.328,-95.504,263.9,20060101,20231024
745700,13840,WRIGHT-PATTERSON AFB AIRPORT,US,OH,KFFO,39.833,-84.05,250.9,19360501,20231024
745940,13705,ANDREWS AIR FORCE BASE AIRPORT,US,MD,KADW,38.817,-76.867,86,19430619,20231024
745944,93784,BALTIMORE DOWNTOWN,US,MD,KDMH,39.281,-76.611,6.1,19990102,20231024
745946,93786,OCEAN CITY MUNICIPAL ARTP,US,MD,KOXB,38.309,-75.123,1.8,20060101,20231024
745965,13756,CAPE MAY (CGS),US,NJ,KN91,38.95,-74.883,2,19750915,19960127
745966,3726,CAPE MAY COUNTY AIRPORT,US,NJ,KWWD,39.008,-74.908,7,20060101,20231024
745980,13702,LANGLEY AFB AIRPORT,US,VA,KLFI,37.083,-76.36,3.1,19361001,20231024
745985,63806,BLUE RIDGE AIRPORT,US,VA,KMTV,36.631,-80.018,286.8,20060101,20231024
746110,3182,BICYCLE LAKE FORT IRWIN AAF,US,CA,KBYS,35.283,-116.633,75.6,20050814,20231025
746120,93104,CHINA LAKE,US,CA,KNID,35.686,-117.691,680,19730101,20231024
746140,23112,NELLIS AFB AIRPORT,US,NV,KLSV,36.25,-115.033,570,20050101,20231024
746141,23141,INDIAN SPRING AUX AIRFIELD,US,NV,KINS,36.583,-115.683,954.9,20050103,20231024
746180,3147,CUDDLEBACK GUNNERY,US,CA,K4CB,35.267,-117.433,864,19770118,19820910
746380,93064,MELROSE GUNNERY RAN,US,NM,K4MR,34.3,-103.8,1326,19630701,19730629
746410,13975,GAGE AIRPORT,US,OK,KGAG,36.297,-99.769,665.9,20100709,20231024
746710,13806,CAMPBELL AAF AIRPORT,US,KY,KHOP,36.667,-87.483,174.7,19430715,20231024
746715,3816,PADUCAH BARKLEY FIELD,US,KY,KPAH,37.056,-88.774,125.9,19730101,19881231
746716,93808,BOW GRN-WARREN CO. RGNL AP,US,KY,KBWG,36.965,-86.424,159.3,19730101,20231024
746925,3741,WARREN FIELD AIRPORT,US,NC,KOCW,35.57,-77.05,11.6,20060101,20231024
746929,3702,DUPLIN COUNTY AIRPORT,US,NC,KDPL,35,-77.982,41.8,20060101,20231024
746930,93737,SIMMONS AAF AIRPORT,US,NC,KFBG,35.133,-78.933,74.4,19610701,20231024
746935,3709,ASHEBORO MUNICIPAL AIRPORT,US,NC,KHBI,35.654,-79.895,205.1,20060101,20231024
746936,3712,HARNETT COUNTY AIRPORT,US,NC,KHRJ,35.379,-78.734,60.4,20060101,20231024
746939,93785,HORACE WILLIAMS AIRPORT,US,NC,KIGX,35.933,-79.064,156.1,20060101,20180515
746940,3708,GOLDSBORO-WAYNE MUNI ARPT,US,NC,KGWW,35.46,-77.965,40.8,20060101,20231024
746941,389,MONROE COUNTY AIRPORT,US,MS,KM40,33.873,-88.49,69.2,20120110,20231024
746941,13786,MONROE CO,US,MS,KECG,36.261,-76.175,4,19490101,19900219
746943,13786,ELIZABETH CITY CGAS,US,NC,KECG,36.261,-76.175,4,19900314,19970519
747020,23110,NAVAL AIR STATION,US,CA,KNLC,36.333,-119.95,70.7,19610701,20231025
747040,3102,ONTARIO INTERNATIONAL ARPT,US,CA,KONT,34.053,-117.577,281.6,20050101,20231024
747043,3165,EL MONTE AIRPORT,US,CA,KEMT,34.083,-118.033,90.2,20060101,20231024
747185,3144,IMPERIAL COUNTY AIRPORT,US,CA,KIPL,32.835,-115.577,-16.8,20060101,20231024
747186,3164,CAMPO,US,CA,KCZZ,32.626,-116.468,805,20060101,20201027
747187,3104,DESERT RESORTS RGNL ARPT,US,CA,KTRM,33.632,-116.164,-36,19430712,20231024
747188,23158,BLYTHE AIRPORT,US,CA,KBLH,33.619,-114.715,120.4,19420613,20231024
747240,3148,GILA BEND AF AUX AIRPORT,US,AZ,KGBN,32.883,-112.717,257.9,20050224,20191204
747240,23168,GILA BEND AF AUX,US,AZ,KGXF,32.883,-112.717,269,19481101,19971231
747320,23002,HOLLOMAN AFB AIRPORT,US,NM,KHMN,32.85,-106.1,1267.4,20060103,20231024
747335,3059,SONORA MUNICIPAL AIRPORT,US,TX,KSOA,30.586,-100.649,652.3,20060101,20231024
747355,53997,COMANCHE COUNTY-CITY AIRPORT,US,TX,KMKN,31.917,-98.6,423.1,20060101,20231024
747360,93042,MUNICIPAL AIRPORT,US,TX,KDHT,36.025,-102.549,1215.5,20050101,20231024
747390,13961,FT WORTH MEACHAM INTL ARPT,US,TX,KFTW,32.825,-97.364,213.6,20050101,20231024
747400,13973,KIMBLE COUNTY AIRPORT,US,TX,KJCT,30.51,-99.766,521.5,19770827,20231024
747460,3904,EASTERWOOD FIELD AIRPORT,US,TX,KCLL,30.591,-96.363,96,20050101,20231024
747540,13934,ALEXANDRIA INT,US,LA,KAEX,31.317,-92.55,27,19430901,19971231
747540,93915,ALEXANDRIA INTL AIRPORT,US,LA,KAEX,31.335,-92.558,25,20060101,20231025
747560,12816,GAINESVILLE REGIONAL AIRPORT,US,FL,KGNV,29.692,-82.276,40.7,20050101,20231024
747570,93874,GULFPORT-BILOXI INTL ARPT,US,MS,KGPT,30.412,-89.081,4.9,20050101,20231025
747580,13978,GREENWOOD-LEFLORE AIRPORT,US,MS,KGWO,33.496,-90.089,42.7,20050101,20231024
747590,13833,BOBBY L CHAIN MUNI AIRPORT,US,MS,KHBG,31.27,-89.256,44.7,20050101,20231025
747680,13939,MID DELTA REGIONAL AIRPORT,US,MS,KGLH,33.494,-90.981,37.8,20050101,20231024
747685,93874,GULFPORT BILOXI INT,US,MS,KGPT,30.412,-89.081,8.5,20050101,20100731
747686,13820,KEESLER AIR FORCE BASE,US,MS,KBIX,30.417,-88.917,10.1,19420509,20231024
747688,53858,TRENT LOTT INTL AIRPORT,US,MS,KPQL,30.463,-88.532,2.8,20040101,20231025
747750,13846,TYNDALL AFB AIRPORT,US,FL,KPAM,30.067,-85.583,5.2,19420319,20231024
747760,3818,MARIANNA MUNICIPAL AIRPORT,US,FL,KMAI,30.837,-85.184,32.8,19970602,20231024
747770,3852,HURLBURT FIELD AIRPORT,US,FL,KHRT,30.417,-86.683,11.6,19550705,20231024
747804,13824,HUNTER ARMY AIRFIELD,US,GA,KSVN,32.017,-81.133,12.5,20060101,20231024
747805,63818,STATESBORO-BULLOCK CO ARPT,US,GA,KTBR,32.483,-81.737,57,20060101,20231024
747806,63809,THOMASTON-UPSON CO AIRPORT,US,GA,KOPN,32.955,-84.264,242.6,20060101,20231024
747807,3821,LAGRANGE-CALLAWAY AIRPORT,US,GA,KLGC,33.017,-85.067,207.9,20060101,20231024
747808,63803,GWINNETT CO-BRISCOE FD APT,US,GA,KLZU,33.98,-83.963,323.4,20060101,20231024
747809,3832,WINDER-BORROW AIRPORT,US,GA,KWDR,33.983,-83.668,287.4,20060101,20231024
747810,13857,MOODY AFB AIRPORT,US,GA,KVAD,30.967,-83.2,71,20060103,20231024
747812,63813,COBB CO-MC COLLUM FLD ARPT,US,GA,KRYY,34.013,-84.599,317,20060101,20231024
747820,53860,CRAIG MUNICIPAL AIRPORT,US,FL,KCRG,30.337,-81.513,11.9,20050101,20231024
747830,12849,FT LAUD/HOLLYWOOD INTL APT,US,FL,KFLL,26.079,-80.162,1,20050101,20231024
747870,12834,DAYTONA BEACH INTERNATIONAL AIRPORT,US,FL,KDAB,29.174,-81.072,7.9,20050101,20231024
747880,12810,MAC DILL AFB AIRPORT,US,FL,KMCF,27.85,-82.517,4.3,19410501,20231024
747900,13849,SHAW AIR FORCE BASE,US,SC,KSSC,33.967,-80.467,73.5,19411222,20231024
747910,13717,MYRTLE BEACH INTL AIRPORT,US,SC,KMYR,33.683,-78.933,7.6,19421101,20231024
747915,93718,GRAND STRAND AIRPORT,US,SC,KCRE,33.816,-78.72,8.8,19730101,20231024
747917,390,MT PLEASANT REGIONAL AIRPORT FASION FIELD,US,SC,KLRO,32.9,-79.783,4.3,20090101,20231024
747918,391,GEORGETOWN COUNTY AIRPORT,US,SC,KGGE,33.317,-79.317,12.2,20090510,20231024
747930,12843,VERO BEACH MUNICIPAL AIRPORT,US,FL,KVRB,27.655,-80.414,5.7,20100801,20231024
