USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
724810,23203,CASTLE AFB,US,CA,KMER,37.383,-120.567,58.2,19420101,20231024
724815,23257,MRCD MUNI/MACREADY FLD APT,US,CA,KMCE,37.286,-120.518,46.5,20060101,20231024
724828,93241,NUT TREE AIRPORT,US,CA,KVCB,38.378,-121.959,31.7,20060101,20231024
724830,23232,SACRAMENTO EXECUTIVE AIRPORT,US,CA,KSAC,38.507,-121.496,5.9,19730101,20231024
724833,23206,SACRAMENTO MATHER AIRPORT,US,CA,KMHR,38.567,-121.3,30.2,20020902,20231024
724835,23206,MATHER FIELD,US,CA,KMHR,38.567,-121.3,29.3,19410901,19930515
724836,23208,SACRAMENTO MCCLELLAN AFB,US,CA,KMCC,38.667,-121.4,23.5,19391109,20231024
724837,93216,BEALE AIR FORCE BASE,US,CA,KBAB,39.133,-121.433,34.4,19590701,20231024
724838,93205,YUBA COUNTRY AIRPORT,US,CA,KMYV,39.102,-121.569,18.9,20060101,20231024
724839,93225,SACRAMENTO INTL AIRPORT,US,CA,KSMF,38.701,-121.595,7.5,19730101,20231024
724846,53123,NORTH LAS VEGAS AIRPORT,US,NV,KVGT,36.212,-115.194,667.4,20060101,20231024
724855,23153,TONOPAH AIRPORT,US,NV,KTPH,38.05,-117.091,1645.7,19421001,20231024
724860,23154,ELY AIRPORT/YELLAND FIELD/AIRPORT,US,NV,KELY,39.295,-114.847,1904.9,19730101,20231024
724870,3163,CALIENTE (AMOS),US,NV,KP38,37.612,-114.526,1332.9,20120123,20120123
724880,23185,RENO/TAHOE INTERNATIONAL AIRPORT,US,NV,KRNO,39.508,-119.768,1342.5,19430105,20231024
724885,93102,FALLON NAS,US,NV,KNFL,39.417,-118.717,1199.1,19730101,20231024
724915,23245,MONTEREY PENINSULA,US,CA,KMRY,36.583,-121.833,78,19730101,19971231
724915,23259,MONTEREY PENINSULA AIRPORT,US,CA,KMRY,36.588,-121.845,50.3,20060101,20231024
724916,93217,FRITZSCHE AAF,US,CA,KOAR,36.683,-121.767,,19730102,19901229
724917,23233,SALINAS MUNI,US,CA,KSNS,36.664,-121.608,23.5,19410805,19971231
724920,23237,STOCKTON METROPOLITAN AIRPORT,US,CA,KSCK,37.89,-121.226,8.3,19410103,20231024
724925,23240,CROWS LANDING,US,CA,KNRC,37.4,-121.133,56.7,19730102,19940309
724926,23258,MDSTO CTY-CO H SHAM FD APT,US,CA,KMOD,37.625,-120.955,26.6,19730101,20231025
724927,23285,LIVERMORE MUNICIPAL ARPT,US,CA,KLVK,37.693,-121.815,119.8,20000101,20231025
724930,23230,METRO OAKLAND INTL AIRPORT,US,CA,KOAK,37.718,-122.233,1.5,19430101,20231024
724935,93228,HAYWARD AIR TERM,US,CA,KHWD,37.654,-122.115,14.3,20000101,20100731
724936,23254,CONCORD/BUCHANAN,US,CA,KCCR,37.992,-122.055,18.3,19730101,19971231
724937,23289,PALO ALTO AIRPORT OF SANTA CLARA COUNTY,US,CA,KPAO,37.467,-122.117,2.1,20060101,20231024
724938,93231,SAN CARLOS AIRPORT,US,CA,KSQL,37.517,-122.25,1.5,20060101,20231024
724940,23234,SAN FRANCISCO INTERNATIONAL AIRPORT,US,CA,KSFO,37.62,-122.366,3.2,19730101,20231024
724945,23293,N Y. MINETA SN JO INTL APT,US,CA,KSJC,37.359,-121.924,15,19730101,20231024
724946,93232,REID-HILLVIEW AIRPORT OF SANTA CLARA COUNTY,US,CA,KRHV,37.333,-121.817,40.5,20060101,20231024
724950,23250,CONCORD/BUCHANAN,US,CA,KCCR,37.983,-122.05,12,19760131,19960630
724950,23254,BUCHANAN FIELD AIRPORT,US,CA,KCCR,37.992,-122.053,7,20100801,20231024
724955,93227,NAPA COUNTY AIRPORT,US,CA,KAPC,38.208,-122.28,4.7,20000101,20231024
724956,23211,HAMILTON AAF,US,CA,KSRF,38.067,-122.5,1,19390301,19760709
724957,23213,SONOMA COUNTY AIRPORT,US,CA,KSTS,38.504,-122.811,36.2,20000101,20231025
724973,93203,CHICO MUNICIPAL AIRPORT,US,CA,KCIC,39.8,-121.85,82.9,20060101,20231024
724975,93809,CAIRO REGIONAL AIRPORT,US,IL,KCIR,37.064,-89.219,97.8,20060101,20231024
724988,94704,DANSVILLE MUNICIPAL ARPT,US,NY,KDSV,42.57,-77.714,196,20010102,20231024
725014,54780,MONTAUK AIRPORT,US,NY,KMTP,41.073,-71.924,2,20060101,20231024
725015,4789,ORANGE COUNTY AIRPORT,US,NY,KMGJ,41.509,-74.265,108.2,20060101,20231024
725016,54790,BROOKHAVEN AIRPORT,US,NY,KHWV,40.821,-72.867,20,20060101,20231024
725020,14734,NEWARK LIBERTY INTERNATIONAL AP,US,NJ,KEWR,40.683,-74.169,2,19730101,20231024
725023,474,CLEVELAND MUNICIPAL AIRPORT,US,MS,KRNV,33.861,-90.758,42.7,20130318,20230313
725025,94741,TETERBORO AIRPORT,US,NJ,KTEB,40.859,-74.056,0.8,19730101,20231024
725027,54788,MERIDEN MARKHAM MUNI ARPT,US,CT,KMMK,41.51,-72.828,29.6,20060101,20231024
725029,64707,WATERBURY-OXFORD AIRPORT,US,CT,KOXC,41.483,-73.133,221.3,20060101,20231024
725030,14732,LA GUARDIA AIRPORT,US,NY,KLGA,40.779,-73.88,3,19730101,20231024
725033,94728,NYC CENTRAL PARK,US,NY,KNYC,40.779,-73.969,47.5,19431201,19971231
725035,4781,LONG ISLAND MAC ART,US,NY,KISP,40.794,-73.102,30.2,19730101,19971231
725036,14757,DUTCHESS COUNTY AIRPORT,US,NY,KPOU,41.626,-73.882,46.6,19730101,20231024
725037,94745,WESTCHESTER COUNTY AIRPORT,US,NY,KHPN,41.062,-73.705,112.9,19730101,20231024
725038,14714,STEWART INTERNATIONAL AIRPORT,US,NY,KSWF,41.5,-74.1,149.7,19420802,20231024
725040,94702,IGOR I SIKORSKY MEMORIAL AIRPORT,US,CT,KBDR,41.164,-73.127,1.8,19421208,20231024
725045,14758,TWEED-NEW HAVEN AIRPORT,US,CT,KHVN,41.259,-72.889,1.8,19730101,20231024
725046,14707,GROTON-NEW LONDON AIRPORT,US,CT,KGON,41.328,-72.049,2.5,19430118,20231024
725050,4781,LONG ISLAND MAC ARTHUR AIRPORT,US,NY,KISP,40.794,-73.102,25.4,20050101,20231024
725053,94728,CENTRAL PARK,US,NY,KNYC,40.779,-73.969,42.7,20050101,20231024
725054,64710,NORTH CENTRAL STATE ARPT,US,RI,KSFZ,41.921,-71.491,134.4,20060101,20231024
725058,94793,BLOCK ISLAND STATE AIRPORT,US,RI,KBID,41.168,-71.578,32,19900101,20231024
725059,14702,LAURENCE G HANSCOM FLD APT,US,MA,KBED,42.47,-71.289,40.5,20060101,20231024
725060,14704,OTIS ANGB AIRPORT,US,MA,KFMH,41.65,-70.517,39.6,20060101,20100921
725060,14756,NANTUCKET MEMORIAL AIRPORT,US,MA,KACK,41.254,-70.059,11.2,20120801,20231024
725060,94728,NEW YORK CENTRAL PARK,US,NY,KNYC,40.779,-73.969,47.5,20100817,20120430
725061,14704,OTIS ANGB AIRPORT,US,MA,KFMH,41.65,-70.517,39.6,20100921,20231024
725061,14756,NANTUCKET MEMORIAL AIRPORT,US,MA,KACK,41.253,-70.061,14.3,19730101,19900219
725063,14756,NANTUCKET MEM,US,MA,KACK,41.253,-70.061,14.3,19900314,19971231
725064,54769,PLYMOUTH MUNICIPAL AIRPORT,US,MA,KPYM,41.909,-70.728,42.2,20060101,20231024
725065,94726,NEW BEDFORD RGNL AIRPORT,US,MA,KEWB,41.679,-70.959,22.5,20060101,20231024
725066,94724,MARTHAS VINEYARD AIRPORT,US,MA,KMVY,41.393,-70.616,17.9,20060101,20231024
725067,94720,BRNSBL MUNI-BMAN/POL FD AP,US,MA,KHYA,41.672,-70.27,11.4,20060101,20231024
725068,54777,TAUNTON MUNICIPAL AIRPORT,US,MA,KTAN,41.876,-71.021,8.6,20060101,20231024
725069,94624,CHATHAM MUNICIPAL AIRPORT,US,MA,KCQX,41.688,-69.993,18.5,20060101,20231024
725070,14765,THEODORE F GREEN STATE AIRPORT,US,RI,KPVD,41.723,-71.432,15.4,19420801,20231024
725073,64708,PROVINCETOWN MUNI AIRPORT,US,MA,KPVC,42.072,-70.221,2.4,20060101,20231024
725074,54752,QUONSET STATE AIRPORT,US,RI,KOQU,41.597,-71.412,5.8,20060103,20231022
725075,54768,HARRIMAN-AND-WEST AIRPORT,US,MA,KAQW,42.697,-73.17,197,20060101,20231025
725079,14787,NEWPORT STATE AIRPORT,US,RI,KUUU,41.53,-71.283,45.1,20060101,20231024
725080,14740,BRADLEY INTERNATIONAL AIRPORT,US,CT,KBDL,41.937,-72.682,51.6,19410912,20231024
725084,54767,WINDHAM AIRPORT,US,CT,KIJD,41.742,-72.182,74.9,20060101,20231024
725085,54756,ORANGE MUNICIPAL AIRPORT,US,MA,KORE,42.57,-72.287,165.8,19960702,20231025
725086,54734,DANBURY MUNICIPAL AIRPORT,US,CT,KDXR,41.372,-73.483,138,20060101,20231024
725087,14752,HARTFORD-BRAINARD AIRPORT,US,CT,KHFD,41.735,-72.651,4,19740101,20231025
725088,54733,BEVERLY MUNICIPAL AIRPORT,US,MA,KBVY,42.584,-70.915,27.6,20060101,20231024
725090,14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,MA,KBOS,42.361,-71.01,3.3,19431121,20231024
725095,94746,WORCESTER RGNL,US,MA,KORH,42.271,-71.873,310,19730101,19971231
725097,14790,NAVAL AIR STATION,US,MA,KNZW,42.15,-70.933,49.1,19730101,19960928
725098,54704,NORWOOD MEMORIAL AIRPORT,US,MA,KOWD,42.191,-71.173,13,20060101,20231025
725100,94746,WORCESTER REGIONAL AIRPORT,US,MA,KORH,42.271,-71.873,305.5,20050101,20231024
725101,14712,READING SPAATZ FIELD,US,PA,KRDG,40.367,-75.967,107.6,19430608,19900219
725103,14712,RDNG RGNL/C A SPAATZ FD AP,US,PA,KRDG,40.373,-75.959,101.3,19900314,20231024
725104,4843,PORT MEADVILLE AIRPORT,US,PA,KGKJ,41.626,-80.212,427.5,20060101,20231024
725105,14770,PENN VALLEY AIRPORT,US,PA,KSEG,40.819,-76.866,135.4,19970902,20231024
725107,4780,FITCHBURG MUNICIPAL ARP,US,MA,KFIT,42.555,-71.757,102.3,19971002,20231024
725109,54782,POTTSTOWN LIMERICK AIRPORT,US,PA,KPTW,40.238,-75.555,88.7,20060101,20231024
725110,14751,HARRISBURG CAPITAL CITY ARPT,US,PA,KCXY,40.217,-76.851,105.8,19730101,19850531
725111,14751,HARRISBURG CAPITAL CITY ARPT,US,PA,KCXY,40.217,-76.851,105.8,19480101,19900228
725113,54786,DOYLESTOWN AIRPORT,US,PA,KDYL,40.33,-75.123,120.5,20060101,20231024
725114,93778,YORK AIRPORT,US,PA,KTHV,39.919,-76.877,141.4,20060101,20231024
725115,14711,HARRISBURG INTL,US,PA,KMDT,40.196,-76.772,95.1,19350201,19971231
725116,54737,LANCASTER AIRPORT,US,PA,KLNS,40.121,-76.294,121.1,20060101,20231024
725117,4827,WASHINGTON COUNTY AIRPORT,US,PA,KAFJ,40.133,-80.283,361.2,20060101,20231024
725118,14751,CAPITAL CITY AIRPORT,US,PA,KCXY,40.218,-76.855,102.2,19900301,20231024
725119,54792,CLEARFIELD-LAWRENCE ARPT,US,PA,KFIG,41.046,-78.411,459.9,20060101,20231024
725120,14761,PHILIPSBURG AIRPORT,US,PA,KPSB,40.9,-78.083,593.8,19730101,19850531
725121,14761,BURLIGTON/COLCHE,US,VT,KPSB,40.9,-78.083,593.8,19850531,19860827
725124,64705,BTLR CO/K W SCHOLTER FD AP,US,PA,KBTP,40.777,-79.95,380.1,20060101,20231024
725125,4787,DU BOIS-JEFFERSON CO ARPT,US,PA,KDUJ,41.179,-78.893,550.5,19730101,20231024
725126,14736,ALTOONA-BLAIR COUNTY ARPT,US,PA,KAOO,40.3,-78.317,446.6,19730101,20231024
725127,4726,J MURTHA JTWN-CMBRA CO APT,US,PA,KJST,40.315,-78.831,693.9,19730101,20231024
725128,54739,UNIVERSITY PARK AIRPORT,US,PA,KUNV,40.85,-77.85,377.7,20050101,20231024
725130,14777,WILKES-BARRE/SCRANTON INTL AIRPORT,US,PA,KAVP,41.333,-75.723,289.9,19730101,20231024
725135,14754,TOBYHANNA,US,PA,7TB,41.183,-75.417,594.4,19730101,19841001
725140,14778,WILLIAMSPORT REGIONAL AIRPORT,US,PA,KIPT,41.243,-76.922,159.8,19730101,20231024
725144,54723,MUIR ARMY AIRFIELD (FORT INDIANTOWN GAP),US,PA,KMUI,40.433,-76.567,148.7,20060103,20231024
725145,54746,SULLIVAN COUNTY INTL ARPT,US,NY,KMSV,41.701,-74.795,427.6,20060101,20230609
725146,54773,OSWEGO COUNTY AIRPORT,US,NY,KFZY,43.35,-76.383,143.5,20060101,20231024
725150,4725,GREATER BINGHAMTON/E A LINK FIELD AP,US,NY,KBGM,42.207,-75.98,485.7,19730101,20231024
725155,94761,ITHACA TOMPKINS REGIONAL AIRPORT,US,NY,KITH,42.483,-76.467,335,20060101,20231024
725156,14748,ELMIRA/CORNING RGNL ARPT,US,NY,KELM,42.157,-76.903,285.3,19730101,20231024
725157,54757,MUNI ARPT TARANTINE FLD AP,US,NY,KELZ,42.108,-77.984,637.6,20060101,20231024
725165,94737,RUTLAND STATE AIRPORT,US,VT,KRUT,43.533,-72.95,239,20060101,20231024
725170,14737,LEHIGH VALLEY INTERNATIONAL AIRPORT,US,PA,KABE,40.65,-75.448,117.4,19730101,20231024
725172,13762,NAVAL AUXILIARY LANDING FIELD,US,VA,KNFE,36.701,-76.129,3,20070601,20231024
725175,64706,INDIANA COUNTY/JIMMY STEWART FIELD/AIRPORT,US,PA,KIDI,40.633,-79.1,428.2,20060101,20231024
725180,14735,ALBANY INTERNATIONAL AIRPORT,US,NY,KALB,42.747,-73.799,85.4,19460101,20231024
725185,14750,FLOYD BENNETT MEM,US,NY,KGFL,43.35,-73.617,101.5,19730101,19971231
725187,94733,CLINTON COUNTY AIRPORT,US,NY,KPLB,44.687,-73.523,113.4,20060101,20070524
725190,14771,SYRACUSE HANCOCK INTERNATIONAL AP,US,NY,KSYR,43.111,-76.104,124.9,19421001,20231024
725194,54778,PENN YAN AIRPORT,US,NY,KPEO,42.644,-77.053,267.4,20060101,20231024
725196,14717,GRIFFISS AIRPARK,US,NY,KRME,43.234,-75.407,154,19420701,19971231
725196,64775,GRIFFIS AIRFIELD,US,NY,KRME,43.224,-75.396,144.7,20070102,20231024
725197,94794,ONEIDA COUNTY AIRPORT,US,NY,KUCA,43.145,-75.384,216.7,19730101,19971231
725200,94823,PITTSBURGH INTERNATIONAL AIRPORT,US,PA,KPIT,40.485,-80.214,341,19450201,20231024
725204,4813,BEAVER COUNTY AIRPORT,US,PA,KBVI,40.767,-80.4,381.6,20060102,20231024
725205,14762,ALLEGHENY COUNTY AIRPORT,US,PA,KAGC,40.355,-79.921,379.2,19730101,20231024
725207,54735,ARNOLD PALMER REGIONAL APT,US,PA,KLBE,40.283,-79.4,365.5,20060101,20231024
725208,4855,MARION MUNICIPAL AIRPORT,US,OH,KMNN,40.616,-83.067,300.3,20060101,20231024
725210,14895,AKRON-CANTON REGIONAL AIRPORT,US,OH,KCAK,40.918,-81.443,368.8,19730101,20231024
725214,4849,LORAIN COUNTY RGNL AIRPORT,US,OH,KLPR,41.346,-82.179,241,20060101,20231024
725216,4842,WAYNE COUNTY AIRPORT,US,OH,KBJJ,40.873,-81.889,336.8,20060101,20231024
725217,53855,BUTLER CO. REGIONAL ARPT,US,OH,KHAO,39.361,-84.521,184.7,20060101,20231024
725220,14750,FLOYD BENNETT MEMO AIRPORT,US,NY,KGFL,43.338,-73.61,97.7,20050101,20231025
725224,4852,HARRY CLEVER FIELD AIRPORT,US,OH,KPHD,40.47,-81.422,271.7,20060101,20231025
725229,4858,NEWARK-HEATH AIRPORT,US,OH,KVTA,40.026,-82.463,267.6,20060101,20231024
725230,94704,DANSVILLE/MUNICIPAL,US,NY,KDSV,42.571,-77.713,201.8,19730101,19850131
725235,4720,CHAUTAUQUA CO/JAMESTOWN AP,US,NY,KJHW,42.15,-79.25,525.2,20060101,20231024
725240,14820,CLEVELAND-HOPKINS INTERNATIONAL AP,US,OH,KCLE,41.406,-81.852,236.8,19730101,20231024
725244,4809,WILLOUGHBY,US,OH,KLNN,41.683,-81.4,,20200803,20231023
725245,4853,CLEVELAND BURKE LAKEFNT AP,US,OH,KBKL,41.526,-81.669,177.5,20060101,20231024
725246,14891,MANSFIELD LAHM RGNL,US,OH,KMFD,40.82,-82.518,399.9,19490101,19971231
725247,4805,CUYAHOGA COUNTY AIRPORT,US,OH,KCGF,41.567,-81.483,267.9,20060101,20231024
725250,14852,YOUNGSTOWN-WARREN REGIONAL AIRPORT,US,OH,KYNG,41.255,-80.674,355.6,19480101,20231024
725253,380,PORTAGE COUNTY AIRPORT,US,OH,KPOV,41.217,-81.25,365.2,20090318,20231024
725254,4851,DEFIANCE MEMORIAL AIRPORT,US,OH,KDFI,41.336,-84.429,215,20060101,20231024
725256,4857,ASHTABULA COUNTY AIRPORT,US,OH,KHZY,41.779,-80.697,278.4,20060101,20231024
725258,382,TOCCOA RG LETOURNEAU FIELD AIRPORT,US,GA,KTOC,34.594,-83.296,303.3,20120607,20231024
725260,14860,ERIE INTL/T. RIDGE FIELD AIRPORT,US,PA,KERI,42.08,-80.182,222.2,19730101,20231024
725266,4751,BRADFORD REGIONAL AIRPORT,US,PA,KBFD,41.798,-78.635,642.2,19730101,20231024
725267,94868,VENANGO REGIONAL AIRPORT,US,PA,KFKL,41.383,-79.867,469.4,19730101,20231024
725280,14733,BUFFALO NIAGARA INTERNATIONAL AP,US,NY,KBUF,42.94,-78.736,216.2,19420201,20231025
725283,465,CATTARAUGUS COUNTY OLEAN AIRPORT,US,NY,KOLE,42.241,-78.371,651.1,20120423,20231024
725287,4724,NIAGARA FALLS INTL AIRPORT,US,NY,KIAG,43.108,-78.938,178.3,19510612,20231024
725290,14768,GREATER ROCHESTER INTERNATIONAL AP,US,NY,KROC,43.117,-77.675,164.5,19730101,20231024
725292,14976,GRINNELL REGIONAL AIRPORT,US,IA,KGGI,41.709,-92.735,307.2,20060831,20231024
725294,383,ANSON COUNTY AIRPORT JEFF CLOUD FIELD,US,NC,KAFP,35.017,-80.083,91.1,20070521,20231024
725300,94846,CHICAGO O'HARE INTERNATIONAL AIRPORT,US,IL,KORD,41.96,-87.932,204.8,19461001,20231024
725305,94892,DUPAGE AIRPORT,US,IL,KDPA,41.896,-88.251,228.3,20060101,20231024
725306,14855,NAVAL AIR STATION,US,IL,KNBU,42.083,-87.833,196.9,19730101,19950301
725310,14806,RANTOUL/CHANUTE AFB,US,IL,,40.3,-88.15,228,19360701,19710528
725314,3960,ST LOUIS DOWNTOWN AIRPORT,US,IL,KCPS,38.564,-90.149,123.4,20060101,20231024
725315,94870,UNIVERSI OF IL WILLARD APT,US,IL,KCMI,40.032,-88.275,226.5,20060101,20231024
725316,3887,DECATUR AIRPORT,US,IL,KDEC,39.831,-88.872,205.2,20060101,20231024
725317,53802,COLES COUNTY MEMO AIRPORT,US,IL,KMTO,39.474,-88.272,216.4,20060101,20231024
725320,14842,GREATER PEORIA REGIONAL AIRPORT,US,IL,KPIA,40.667,-89.684,199.7,19730101,20231024
725325,14816,BRADFORD/RINKENBERG,US,IL,KBDF,41.233,-89.617,247,19730101,19751214
725326,4894,WHITESIDE CO ARPT-JOS H BITTOR F FLD ARPT,US,IL,KSQI,41.743,-89.676,197.2,20060101,20231024
725327,4846,PORTER COUNTY MUNICIPAL AIRPORT,US,IN,KVPZ,41.454,-86.998,234,20060101,20231024
725330,14827,FORT WAYNE INTERNATIONAL AIRPORT,US,IN,KFWA,40.972,-85.206,243,19411101,20231024
725335,94833,GRISSOM AFB AIRPORT,US,IN,KGUS,40.65,-86.15,247.5,20060101,20231024
725336,94895,DELAWARE CO-JOHNSON FD APT,US,IN,KMIE,40.235,-85.394,285.2,20060101,20231024
725337,4807,GARY/CHICAGO AIRPORT,US,IN,KGYY,41.617,-87.417,180.1,20060101,20231024
725340,14819,CHICAGO MIDWAY INTL ARPT,US,IL,KMDW,41.784,-87.755,185.8,19730101,20231024
725342,13809,LRNCVLL-VINCNES INTL ARPT,US,IL,KLWV,38.76,-87.599,130.1,20060101,20231024
725345,14834,JOLIET REGIONAL AIRPORT,US,IL,KJOT,41.5,-88.167,177.4,20020902,20231024
725346,94866,CHICAGO/MEIGS,US,IL,KCGX,41.867,-87.6,181,19730101,19971231
725347,14880,WAUKEGAN REGIONAL AIRPORT,US,IL,KUGN,42.425,-87.863,216.5,20060101,20231024
725348,4831,LEWIS UNIVERSITY AIRPORT,US,IL,KLOT,41.604,-88.085,201.2,20060101,20231024
725350,14848,SOUTH BEND REGIONAL AIRPORT,US,IN,KSBN,41.707,-86.316,235.4,19730101,20231024
725354,4806,ELKHART MUNICIPAL AIRPORT,US,IN,KEKM,41.717,-85.983,237.1,20060102,20231024
725360,94830,TOLEDO EXPRESS AIRPORT,US,OH,KTOL,41.587,-83.805,205.5,19730101,20231024
725366,14825,FINDLAY AIRPORT,US,OH,KFDY,41.014,-83.668,246.5,19730101,20231024
725370,94847,DETROIT METRO WAYNE COUNTY AIRPORT,US,MI,KDTW,42.231,-83.331,191.9,19420801,20231024
725373,54819,GROSSE ILE MUNICIPAL AIRPORT,US,MI,KONZ,42.099,-83.161,178.9,20060101,20231024
725374,94889,ANN ARBOR MUNICIPAL ARPT,US,MI,KARB,42.224,-83.74,250.6,20060101,20231024
725375,14822,DETROIT CITY AIRPORT,US,MI,KDET,42.407,-83.009,189.8,19730101,20231024
725376,14853,WILLOW RUN AIRPORT,US,MI,KYIP,42.237,-83.526,215.7,19730101,20231024
725377,14804,SELFRIDGE AIR NATIONAL GUARD BASE,US,MI,KMTC,42.608,-82.818,176.8,19370101,20231024
725378,4887,LIVINGSTON COUNTY AIRPORT,US,MI,KOZW,42.629,-83.984,287.7,20060101,20231024
725383,54827,KIRSCH MUNICIPAL AIRPORT,US,MI,KIRS,41.817,-85.433,281.9,20060101,20231024
725384,4888,ST CLAIR COUNTY INTL ARPT,US,MI,KPHN,42.911,-82.529,195.1,20060101,20231025
725386,94898,HARBOR BEACH,US,MI,KP58,44.022,-82.793,180,20060101,20231024
725387,94899,COPPER HARBOR,US,MI,KP59,47.467,-87.875,185,20060101,20231024
725390,14836,CAPITAL CITY AIRPORT,US,MI,KLAN,42.776,-84.6,261.2,19730101,20231024
725394,4839,TULIP CITY AIRPORT,US,MI,KBIV,42.746,-86.097,206.5,20060101,20231024
725395,14833,JAKSON CO-RYNOLDS FLD ARPT,US,MI,KJXN,42.264,-84.456,295.9,19730101,20231024
725396,14815,W K KELLOGG AIRPORT,US,MI,KBTL,42.312,-85.241,282.5,19421001,20231024
725404,4847,ADRIAN LENAWEE COUNTY ARPT,US,MI,KADG,41.868,-84.079,244.1,20060101,20231024
725405,54816,GRATIOT COMMUNITY AIRPORT,US,MI,KAMN,43.322,-84.688,227.7,20060101,20231024
725406,54817,HURON COUNTY MEMORIAL AIRPORT,US,MI,KBAX,43.78,-82.986,233.5,20060101,20231025
725407,4854,OTSEGO COUNTY AIRPORT,US,MI,KGLR,45.017,-84.689,405.9,20060101,20231024
725408,4881,SCHOOLCRAFT COUNTY AIRPORT,US,MI,KISQ,45.983,-86.183,209.1,20060101,20231024
725409,4882,HILLSDALE MUNICIPAL ARPT,US,MI,KJYM,41.921,-84.586,360.3,20060101,20231024
725414,4886,BRANCH COUNTY MEMO AIRPORT,US,MI,KOEB,41.933,-85.053,292.3,20060101,20231024
725415,54821,BROOKS FIELD AIRPORT,US,MI,KRMY,42.251,-84.956,286.8,20060101,20231024
725416,14864,ROBEN-HOOD ARPT,US,MI,KRQB,43.717,-85.5,282.9,20060101,20231024
725417,54822,MASON JEWETT FIELD AIRPORT,US,MI,KTEW,42.566,-84.433,281,20060101,20231024
725418,54823,CUSTER AIRPORT,US,MI,KTTF,41.94,-83.435,186.5,20060101,20231024
725420,14931,SE IOWA REGIONAL AIRPORT,US,IA,KBRL,40.773,-91.125,208.2,20050101,20231024
725424,4885,MOUNT PLEASANT MUNI ARPT,US,MI,KMOP,43.622,-84.737,230.1,20060101,20231024
725430,94822,GREATER ROCKFORD AIRPORT,US,IL,KRFD,42.193,-89.093,221,19730101,20231024
725434,54789,POCONO MTNS MUNI AIRPORT,US,PA,KMPO,41.137,-75.377,574.6,20060101,20231023
725440,14923,QUAD CITY INTERNATIONAL AIRPORT,US,IL,KMLI,41.448,-90.524,175.5,19730101,20231024
725450,14990,EASTERN IOWA REGIONAL AIRPORT,US,IA,KCID,41.883,-91.725,256,19730101,20231024
725453,14930,ATLANTIC MUNICIPAL AIRPORT,US,IA,KAIO,41.407,-95.047,360.3,20060101,20231024
725454,4903,WASHINGTON MUNICIPAL ARPT,US,IA,KAWG,41.276,-91.673,229.8,20060101,20231024
725455,14931,SOUTHEAST IOWA RGNL,US,IA,KBRL,40.783,-91.125,214,19730101,19971231
725456,4921,KEOKUK MUNICIPAL AIRPORT,US,IA,KEOK,40.46,-91.428,204.5,20060101,20231024
725457,4904,ALGONA MUNICIPAL AIRPORT,US,IA,KAXA,43.078,-94.272,371.6,20060101,20231024
725458,4907,CLARION MUNICIPAL AIRPORT,US,IA,KCAV,42.742,-93.759,354.2,20060101,20231024
725460,14933,DES MOINES INTERNATIONAL AIRPORT,US,IA,KDSM,41.534,-93.653,286.3,19730101,20231024
725461,94988,MARSHALLTOWN MUNICIPAL APT,US,IA,KMIW,42.111,-92.916,295.3,20060101,20231024
725462,14937,IOWA CITY MUNICIPAL ARPT,US,IA,KIOW,41.639,-91.545,198.7,19970101,20231024
725463,14966,CHARLES CITY MUNICIPAL APT,US,IA,KCCY,43.073,-92.611,342.9,20060101,20231024
725464,4977,NEWTON MUNICIPAL AIRPORT,US,IA,KTNU,41.674,-93.022,290.5,20060101,20231024
725465,14950,OTTUMWA INDUSTRIAL AIRPORT,US,IA,KOTM,41.101,-92.445,254.3,19730101,20231024
725466,4938,ANKENY REGIONAL AIRPORT,US,IA,KIKV,41.691,-93.566,277.4,20060101,20231024
725467,4973,SHENANDOAH MUNICIPAL ARPT,US,IA,KSDA,40.751,-95.413,296,20060101,20231024
725468,4910,ARTHUR N. NEU AIRPORT,US,IA,KCIN,42.046,-94.789,367,20060101,20231024
725469,4913,CHARITON MUNICIPAL AIRPORT,US,IA,KCNC,41.019,-93.359,320,20060101,20231024
725470,94908,DUBUQUE REGIONAL AIRPORT,US,IA,KDBQ,42.398,-90.709,316.9,19730101,20231024
725472,94989,AMES MUNICIPAL AIRPORT,US,IA,KAMW,41.99,-93.619,281.5,20060101,20231024
725473,94979,CLINTON MUNICIPAL AIRPORT,US,IA,KCWI,41.833,-90.333,213.4,20060101,20231024
725474,4915,CRESTON MUNICIPAL AIRPORT,US,IA,KCSQ,41.007,-94.363,394.4,20060101,20231024
725475,4953,MONTICELLO REGIONAL ARPT,US,IA,KMXO,42.224,-91.166,258.8,20060101,20230306
725476,4916,DECORAH MUNICIPAL AIRPORT,US,IA,KDEH,43.275,-91.739,352.7,20060101,20231024
725477,4917,DENISON MUNICIPAL AIRPORT,US,IA,KDNS,41.986,-95.381,388.9,20060101,20231024
725478,4920,WEBSTER CITY MUNI AIRPORT,US,IA,KEBS,42.436,-93.869,341.7,20060101,20231024
725479,4937,SCHENCK FIELD AIRPORT,US,IA,KICL,40.722,-95.026,302.4,20060101,20231024
725480,94910,WATERLOO MUNICIPAL AIRPORT,US,IA,KALO,42.554,-92.401,264.2,19600301,20231024
